demand_node_index,truck_node_index,distance,scaled_demand
demand28,truck38,144.28881752285986,12
demand28,truck42,401.05677467406497,0
demand28,truck43,426.6447295545823,0
demand28,truck49,550.438937544371,0
demand28,truck44,296.43445514131736,0
demand31,truck9,391.2111868119871,0
demand31,truck14,238.40655028828687,9
demand31,truck17,350.67791890909416,0
demand31,truck18,388.53819066188817,0
demand31,truck29,280.3096434896671,3
demand31,truck30,344.7584847676071,0
demand31,truck36,266.73026342780577,5
demand31,truck37,190.6329196460627,16
demand31,truck38,94.44940976787078,30
demand31,truck42,351.5953874646567,0
demand31,truck43,377.183342345174,0
demand31,truck49,544.4667930067847,0
demand31,truck44,324.7817298181864,0
demand33,truck9,441.82916648695726,0
demand33,truck14,330.99789032306876,0
demand33,truck17,314.9998323587929,0
demand33,truck18,352.8601041115869,0
demand33,truck29,180.89630003012897,30
demand33,truck30,245.34514130806897,14
demand33,truck36,173.31852557200872,32
demand33,truck37,97.22118179026566,50
demand33,truck38,194.26989339463262,26
demand33,truck42,258.1836496088597,10
demand33,truck43,283.771604489377,4
demand33,truck49,451.0550551509877,0
demand33,truck44,225.36838635864822,19
demand40,truck9,561.2925864436863,0
demand40,truck14,556.7514071448021,0
demand40,truck17,383.8415443352105,0
demand40,truck18,421.7018160880045,0
demand40,truck29,285.940350049148,3
demand40,truck30,249.44834912078696,11
demand40,truck36,228.41182832902152,16
demand40,truck37,309.4894376919648,0
demand40,truck38,406.53814929633177,0
demand40,truck42,153.1297999205774,33
demand40,truck43,123.0247937487199,40
demand40,truck49,183.2922795785912,26
demand40,truck44,294.21009833506577,1
demand47,truck9,507.3761169915003,0
demand47,truck14,502.83493769261594,0
demand47,truck17,329.92507488302437,0
demand47,truck18,326.5314263352482,0
demand47,truck29,232.023880596962,3
demand47,truck30,195.5318796686009,5
demand47,truck36,214.0168861323768,4
demand47,truck37,295.0944954953201,0
demand47,truck38,392.14320709968706,0
demand47,truck42,224.0330123816795,4
demand47,truck43,249.6209672621968,3
demand47,truck49,212.6597071184318,4
demand47,truck44,240.2936288828797,3
demand49,truck9,505.06173518736034,0
demand49,truck14,500.44984707870105,0
demand49,truck17,327.6106930788844,0
demand49,truck18,365.47096483167843,0
demand49,truck29,193.5071607502205,13
demand49,truck30,247.09710415054306,7
demand49,truck36,131.0536044623305,21
demand49,truck37,212.1312138252738,11
demand49,truck38,309.1799254296407,0
demand49,truck42,112.69742560002288,23
demand49,truck43,138.28538048054023,20
demand49,truck49,308.81972563728203,0
demand49,truck44,237.97924707873975,8
demand52,truck9,68.32161216761105,30
demand52,truck14,175.6802401758857,19
demand52,truck17,245.68497379369876,8
demand52,truck18,282.6416174819842,3
demand52,truck29,374.1549711973497,0
demand52,truck30,381.6779629291533,0
demand52,truck36,439.34157217324855,0
demand52,truck37,469.1743993708132,0
demand52,truck38,373.36891003820216,0
demand52,truck42,524.2066962100995,0
demand52,truck43,549.7946510906169,0
demand52,truck49,636.429201886321,0
demand52,truck44,334.81665478112035,0
