demand_node_index,truck_node_index,distance,scaled_demand
demand13,truck53,197.54115939099202,28
demand13,truck44,194.7903276982505,29
demand13,truck55,398.17333745090167,0
demand14,truck2,191.2850481354415,16
demand14,truck9,118.99721593988276,27
demand14,truck14,151.2862105072712,22
demand14,truck17,177.56782596756054,18
demand14,truck18,215.42809772035454,13
demand14,truck20,320.803162840188,0
demand14,truck22,257.1748050553754,6
demand14,truck29,306.0378233712115,0
demand14,truck30,313.5608151030151,0
demand14,truck31,398.0369302179749,0
demand14,truck33,421.1029324959745,0
demand14,truck34,357.3187384345349,0
demand14,truck36,371.22442434711036,0
demand14,truck37,401.3464686205964,0
demand14,truck38,348.0905109628722,0
demand14,truck42,456.0895483839613,0
demand14,truck43,481.6775032644786,0
demand14,truck46,500.80017227004845,0
demand14,truck49,568.3120540601828,0
demand14,truck53,131.56782158984183,25
demand14,truck44,266.69950695498216,5
demand14,truck55,470.0825167076334,0
demand16,truck2,294.7291004711801,0
demand16,truck9,235.18887417287505,5
demand16,truck14,82.38423764917482,15
demand16,truck17,258.38985105607077,3
demand16,truck18,296.2501228088648,0
demand16,truck20,401.6251879286982,0
demand16,truck22,345.2682089239827,0
demand16,truck29,386.8598484597217,0
demand16,truck30,394.3828401915253,0
demand16,truck31,478.8589553064851,0
demand16,truck33,501.92495758448473,0
demand16,truck34,438.1407635230451,0
demand16,truck36,451.97574062584545,0
demand16,truck37,375.8783968441023,0
demand16,truck38,280.07290751149134,1
demand16,truck42,536.8408646626963,0
demand16,truck43,562.4288195432136,0
demand16,truck46,581.6221973585588,0
demand16,truck49,649.1340791486931,0
demand16,truck53,212.38984667835206,7
demand16,truck44,347.52153204349236,0
demand16,truck55,550.9045417961436,0
demand18,truck2,240.33272702421914,22
demand18,truck9,168.0448948286604,49
demand18,truck14,163.50371552977603,51
demand18,truck17,189.7853309900654,41
demand18,truck18,227.6456027428594,27
demand18,truck20,333.02066786269285,0
demand18,truck22,276.6636888579773,9
demand18,truck29,250.45101477046936,19
demand18,truck30,257.9740065022729,16
demand18,truck31,342.4501216172327,0
demand18,truck33,365.51612389523234,0
demand18,truck34,301.7319298337927,0
demand18,truck36,315.63761574636817,0
demand18,truck37,345.75966001985427,0
demand18,truck38,292.5037023621301,3
demand18,truck42,400.5027397832191,0
demand18,truck43,426.09069466373643,0
demand18,truck46,445.21336366930626,0
demand18,truck49,512.7252454594407,0
demand18,truck53,75.9810129890997,75
demand18,truck44,211.11269835424002,33
demand18,truck55,414.4957081068912,0
demand19,truck2,298.3350231803236,0
demand19,truck9,226.04719098476488,11
demand19,truck14,138.52075412785206,24
demand19,truck17,221.27364999414263,12
demand19,truck18,259.13392174693666,6
demand19,truck20,364.50898686677004,0
demand19,truck22,308.1520078620546,0
demand19,truck29,260.9246353968907,6
demand19,truck30,268.4476271286943,5
demand19,truck31,352.9237422436541,0
demand19,truck33,375.98974452165373,0
demand19,truck34,312.2055504602141,0
demand19,truck36,326.11123637278956,0
demand19,truck37,315.5343325325836,0
demand19,truck38,219.7288431999726,12
demand19,truck42,410.9763604096405,0
demand19,truck43,436.5643152901578,0
demand19,truck46,455.68698429572765,0
demand19,truck49,523.198866085862,0
demand19,truck53,86.45463361552113,30
demand19,truck44,221.58631898066142,12
demand19,truck55,424.9693287333126,0
demand20,truck2,271.59864891587665,9
demand20,truck9,199.31081672031792,30
demand20,truck14,194.76963742143354,32
demand20,truck17,167.82395467383324,40
demand20,truck18,205.68422642662725,28
demand20,truck20,311.05929154646066,0
demand20,truck22,254.70231254174521,14
demand20,truck29,207.47494007658136,28
demand20,truck30,214.99793180838495,26
demand20,truck31,299.4740469233447,0
demand20,truck33,322.54004920134435,0
demand20,truck34,258.7558551399047,12
demand20,truck36,272.6615410524802,8
demand20,truck37,302.78358532596627,0
demand20,truck38,268.50907150594367,9
demand20,truck42,357.5266650893311,0
demand20,truck43,383.11461996984843,0
demand20,truck46,402.23728897541827,0
demand20,truck49,469.7491707655527,0
demand20,truck53,59.7182593510742,60
demand20,truck44,168.13662366035203,40
demand20,truck55,371.5196334130032,0
demand21,truck2,320.9879349114897,0
demand21,truck9,248.70010271593094,5
demand21,truck14,244.15892341704657,6
demand21,truck17,105.17164790453386,19
demand21,truck18,143.03191965732785,16
demand21,truck20,248.40698477716137,5
demand21,truck22,192.05000577244581,11
demand21,truck29,234.51404207107785,7
demand21,truck30,242.03703380288144,6
demand21,truck31,326.5131489178412,0
demand21,truck33,349.57915119584084,0
demand21,truck34,285.7949571344012,1
demand21,truck36,299.70064304697667,0
demand21,truck37,330.1969477453341,0
demand21,truck38,295.92243392531145,0
demand21,truck42,384.5657670838276,0
demand21,truck43,410.1537219643449,0
demand21,truck46,429.27639096991476,0
demand21,truck49,496.7882727600492,0
demand21,truck53,115.73564277962706,18
demand21,truck44,195.17572565484852,10
demand21,truck55,398.5587354074997,0
demand23,truck2,431.9195991119969,0
demand23,truck9,359.63176691643815,0
demand23,truck14,355.99421568206236,0
demand23,truck17,182.21195610957767,24
demand23,truck18,144.2809448666688,31
demand23,truck20,118.56848029142766,36
demand23,truck22,221.94415208712581,16
demand23,truck29,251.71165680350398,10
demand23,truck30,236.99551598174736,13
demand23,truck31,150.62669519657078,30
demand23,truck33,194.19436773906827,21
demand23,truck34,249.6947280053183,10
demand23,truck36,316.8982577794028,0
demand23,truck37,397.64201003320045,0
demand23,truck38,489.94864075829014,0
demand23,truck42,400.9207481863648,0
demand23,truck43,426.5087030668821,0
demand23,truck46,322.0355611329826,0
demand23,truck49,369.79834006450756,0
demand23,truck53,309.7618496126058,0
demand23,truck44,212.37334038727465,18
demand23,truck55,291.3179055705675,2
demand24,truck2,472.8412969377886,0
demand24,truck9,400.5534647422299,0
demand24,truck14,413.7230979525771,0
demand24,truck17,239.94083838009243,6
demand24,truck18,202.00982713718355,10
demand24,truck20,101.08594268069051,20
demand24,truck22,262.8658499129175,4
demand24,truck29,257.19548198580384,4
demand24,truck30,242.47934116404724,6
demand24,truck31,156.11052037887066,14
demand24,truck33,199.67819292136815,10
demand24,truck34,255.17855318761818,4
demand24,truck36,322.3820829617027,0
demand24,truck37,403.12583521550033,0
demand24,truck38,499.3250293772093,0
demand24,truck42,406.4045733686647,0
demand24,truck43,431.99252824918204,0
demand24,truck46,327.51938631528253,0
demand24,truck49,375.2821652468074,0
demand24,truck53,345.34709630895145,0
demand24,truck44,217.85716556957453,8
demand24,truck55,296.80173075286746,0
demand25,truck2,561.6267419010348,0
demand25,truck9,489.33890970547617,0
demand25,truck14,484.7977304065918,0
demand25,truck17,311.88786759700025,0
demand25,truck18,287.9925487847263,2
demand25,truck20,248.6416350799113,6
demand25,truck22,365.65575600518326,0
demand25,truck29,234.71018481447274,8
demand25,truck30,177.4946723825768,15
demand25,truck31,91.12585159740021,25
demand25,truck33,134.6935241398977,21
demand25,truck34,190.1938844061477,14
demand25,truck36,257.97917660480533,5
demand25,truck37,339.05678596774857,0
demand25,truck38,436.1054975721155,0
demand25,truck42,341.4199045871942,0
demand25,truck43,367.0078594677115,0
demand25,truck46,262.534717533812,5
demand25,truck49,256.2175119580222,5
demand25,truck53,349.74635233623246,0
demand25,truck44,222.25642159685557,10
demand25,truck55,231.81706197139692,9
demand26,truck2,504.69109416550606,0
demand26,truck9,432.4032619699473,0
demand26,truck14,427.862082671063,0
demand26,truck17,254.9522198614714,16
demand26,truck18,280.13879213656514,7
demand26,truck20,240.78787843175016,21
demand26,truck22,357.8019993570221,0
demand26,truck29,177.7745370789439,43
demand26,truck30,120.55902464704793,63
demand26,truck31,83.27209494923906,70
demand26,truck33,126.83976749173655,61
demand26,truck34,164.3169479785677,47
demand26,truck36,232.1022401772253,24
demand26,truck37,313.17984954016856,0
demand26,truck38,410.22856114453555,0
demand26,truck42,316.96736421407627,0
demand26,truck43,342.5553190945936,0
demand26,truck46,254.68096088565085,16
demand26,truck49,302.4437398171758,0
demand26,truck53,292.8107046007036,3
demand26,truck44,165.32077386132673,47
demand26,truck55,223.96330532323577,27
demand27,truck2,503.9661612304077,0
demand27,truck9,431.67832903484896,0
demand27,truck14,326.14039605066216,0
demand27,truck17,254.22728692637304,6
demand27,truck18,292.08755867916705,1
demand27,truck20,384.0651228629806,0
demand27,truck22,369.750765899624,0
demand27,truck29,120.12375459770914,22
demand27,truck30,184.5725958756491,14
demand27,truck31,269.04871099060887,4
demand27,truck33,271.3912017650737,4
demand27,truck34,207.60700770363403,12
demand27,truck36,185.31035557360795,14
demand27,truck37,164.1707438003952,17
demand27,truck38,260.36993796210425,5
demand27,truck42,270.1754796104589,4
demand27,truck43,295.76343449097624,1
demand27,truck46,351.0884415391476,0
demand27,truck49,418.60032332928205,0
demand27,truck53,292.08577166560525,1
demand27,truck44,164.59584092622836,17
demand27,truck55,320.3707859767325,0
demand28,truck2,388.5874687428952,0
demand28,truck9,329.04724244459015,0
demand28,truck14,176.2426059208899,12
demand28,truck17,322.3306442322251,0
demand28,truck18,360.1909159850191,0
demand28,truck20,465.56598110485254,0
demand28,truck22,409.209002100137,0
demand28,truck29,251.9623688127981,5
demand28,truck30,316.41121009073805,0
demand28,truck31,400.88732520569783,0
demand28,truck33,403.22981598016264,0
demand28,truck34,339.445621918723,0
demand28,truck36,316.191650637214,0
demand28,truck37,240.0943068554709,6
demand28,truck38,144.28881752285986,16
demand28,truck42,401.05677467406497,0
demand28,truck43,426.6447295545823,0
demand28,truck46,482.92705575423656,0
demand28,truck49,550.438937544371,0
demand28,truck53,190.0308563904217,11
demand28,truck44,296.43445514131736,0
demand28,truck55,452.2094001918215,0
demand31,truck2,450.7514131102922,0
demand31,truck9,391.2111868119871,0
demand31,truck14,238.40655028828687,6
demand31,truck17,350.67791890909416,0
demand31,truck18,388.53819066188817,0
demand31,truck20,493.9132557817216,0
demand31,truck22,437.5562767770061,0
demand31,truck29,280.3096434896671,2
demand31,truck30,344.7584847676071,0
demand31,truck31,429.2345998825669,0
demand31,truck33,397.2576714425763,0
demand31,truck34,333.47347738113666,0
demand31,truck36,266.73026342780577,3
demand31,truck37,190.6329196460627,11
demand31,truck38,94.44940976787078,20
demand31,truck42,351.5953874646567,0
demand31,truck43,377.183342345174,0
demand31,truck46,476.9549112166502,0
demand31,truck49,544.4667930067847,0
demand31,truck53,252.19480075781868,5
demand31,truck44,324.7817298181864,0
demand31,truck55,446.2372556542351,0
demand33,truck2,514.1169986825159,0
demand33,truck9,441.82916648695726,0
demand33,truck14,330.99789032306876,0
demand33,truck17,314.9998323587929,0
demand33,truck18,352.8601041115869,0
demand33,truck20,444.8376682954005,0
demand33,truck22,430.5233113320439,0
demand33,truck29,180.89630003012897,18
demand33,truck30,245.34514130806897,8
demand33,truck31,329.82125642302873,0
demand33,truck33,303.84593358677927,0
demand33,truck34,240.06173952533962,9
demand33,truck36,173.31852557200872,19
demand33,truck37,97.22118179026566,30
demand33,truck38,194.26989339463262,16
demand33,truck42,258.1836496088597,6
demand33,truck43,283.771604489377,2
demand33,truck46,383.5431733608532,0
demand33,truck49,451.0550551509877,0
demand33,truck53,302.23660911771356,0
demand33,truck44,225.36838635864822,11
demand33,truck55,352.8255177984381,0
demand34,truck2,501.81076473393415,0
demand34,truck9,429.5229325383754,0
demand34,truck14,424.98175323949107,0
demand34,truck17,252.0718904298995,17
demand34,truck18,289.9321621826935,4
demand34,truck20,270.2120180021147,10
demand34,truck22,367.59536940315047,0
demand34,truck29,154.17069614383712,51
demand34,truck30,117.67869521547604,64
demand34,truck31,112.69623451960362,66
demand34,truck33,73.76273903915067,70
demand34,truck34,68.37840948059437,70
demand34,truck36,136.16370167925194,57
demand34,truck37,217.24131104219524,29
demand34,truck38,314.2900226465622,0
demand34,truck42,221.02882571610292,28
demand34,truck43,246.61678059662023,19
demand34,truck46,201.60393243306498,34
demand34,truck49,269.10696692087,11
demand34,truck53,289.9303751691317,4
demand34,truck44,162.44044442975482,48
demand34,truck55,170.8862768706499,45
demand35,truck2,553.8396499795526,0
demand35,truck9,481.5518177839939,0
demand35,truck14,477.01063848510955,0
demand35,truck17,304.100775675518,0
demand35,truck18,280.2054568632441,2
demand35,truck20,240.8545431584291,7
demand35,truck22,357.86866408370105,0
demand35,truck29,211.81095943295347,11
demand35,truck30,169.70758046109455,16
demand35,truck31,83.33875967591797,25
demand35,truck33,70.51831250346069,25
demand35,truck34,126.0186727697107,22
demand35,truck36,193.8039649683683,13
demand35,truck37,274.8815743313116,3
demand35,truck38,371.9302859356785,0
demand35,truck42,277.2446929507572,3
demand35,truck43,302.8326478312745,0
demand35,truck46,198.35950589737502,13
demand35,truck49,265.86254038517995,4
demand35,truck53,341.9592604147502,0
demand35,truck44,214.4693296753733,11
demand35,truck55,167.64185033495994,17
demand37,truck2,617.040378093943,0
demand37,truck9,544.7525458983844,0
demand37,truck14,540.140657789725,0
demand37,truck17,367.3015037899085,0
demand37,truck18,405.1617755427025,0
demand37,truck20,422.9903831991439,0
demand37,truck22,482.8249827631595,0
demand37,truck29,233.19797146124452,7
demand37,truck30,283.1977966174711,2
demand37,truck31,265.47459971663284,3
demand37,truck33,226.54110423617988,7
demand37,truck34,233.89751088258947,7
demand37,truck36,170.74441517335453,13
demand37,truck37,251.82202453629782,5
demand37,truck38,348.87073614066475,0
demand37,truck42,95.4623867649104,20
demand37,truck43,121.05034164542775,18
demand37,truck46,150.766482114552,15
demand37,truck49,218.27836390468644,8
demand37,truck53,405.1599885291407,0
demand37,truck44,277.6700577897638,2
demand37,truck55,145.1683225688168,15
demand38,truck2,592.4916118886371,0
demand38,truck9,520.2037796930783,0
demand38,truck14,515.662600394194,0
demand38,truck17,342.75273758460247,0
demand38,truck18,370.6318398263048,0
demand38,truck20,331.2809261214898,0
demand38,truck22,448.2950470467618,0
demand38,truck29,244.8515432985401,18
demand38,truck30,208.359542370179,30
demand38,truck31,173.76514263897872,41
demand38,truck33,134.83164715852578,54
demand38,truck34,159.05925663529732,46
demand38,truck36,226.84454883395492,24
demand38,truck37,307.9221581968982,0
demand38,truck38,404.97086980126517,0
demand38,truck42,179.9329109373219,39
demand38,truck43,205.52086581783922,31
demand38,truck46,101.04772388393971,65
demand38,truck49,168.5596056740742,43
demand38,truck53,380.6112223238347,0
demand38,truck44,253.1212915844578,15
demand38,truck55,70.33006832152464,65
demand39,truck2,698.0502061346373,0
demand39,truck9,625.7623739390787,0
demand39,truck14,621.2211946401943,0
demand39,truck17,448.3113318306026,0
demand39,truck18,486.17160358339663,0
demand39,truck20,453.71072319785185,0
demand39,truck22,563.8348108038538,0
demand39,truck29,350.41013754454013,0
demand39,truck30,313.9181366161791,0
demand39,truck31,296.1949397153408,1
demand39,truck33,257.26144423488785,10
demand39,truck34,264.61785088129744,8
demand39,truck36,332.40314307995504,0
demand39,truck37,413.4807524428983,0
demand39,truck38,510.52946404726526,0
demand39,truck42,260.37200916664216,9
demand39,truck43,230.37813423989664,16
demand39,truck46,124.13584927510708,40
demand39,truck49,109.84538336374851,43
demand39,truck53,486.16981656983484,0
demand39,truck44,358.6798858304579,0
demand39,truck55,175.88866256752476,28
demand40,truck2,633.580418639245,0
demand40,truck9,561.2925864436863,0
demand40,truck14,556.7514071448021,0
demand40,truck17,383.8415443352105,0
demand40,truck18,421.7018160880045,0
demand40,truck20,389.2409357024597,0
demand40,truck22,499.36502330846145,0
demand40,truck29,285.940350049148,2
demand40,truck30,249.44834912078696,9
demand40,truck31,231.72515221994863,12
demand40,truck33,192.7916567394957,19
demand40,truck34,200.1480633859053,17
demand40,truck36,228.41182832902152,13
demand40,truck37,309.4894376919648,0
demand40,truck38,406.53814929633177,0
demand40,truck42,153.1297999205774,26
demand40,truck43,123.0247937487199,31
demand40,truck46,59.6660617797149,35
demand40,truck49,183.2922795785912,20
demand40,truck53,421.7000290744427,0
demand40,truck44,294.21009833506577,1
demand40,truck55,111.41887507213262,33
demand45,truck2,517.8084117200311,0
demand45,truck9,458.26818542172606,0
demand45,truck14,305.46354889802586,0
demand45,truck17,417.73491751883313,0
demand45,truck18,455.59518927162713,0
demand45,truck20,560.9702543914607,0
demand45,truck22,504.61327538674504,0
demand45,truck29,347.36664209940614,0
demand45,truck30,402.13996005153234,0
demand45,truck31,455.5573638585433,0
demand45,truck33,416.6238683780903,0
demand45,truck34,352.8396743166507,0
demand45,truck36,286.0964603633198,4
demand45,truck37,209.9991165815767,27
demand45,truck38,113.81560670338476,56
demand45,truck42,282.7329096753219,5
demand45,truck43,308.3208645558392,0
demand45,truck46,411.3433279224466,0
demand45,truck49,478.85520971258103,0
demand45,truck53,319.2517993675576,0
demand45,truck44,391.83872842792545,0
demand45,truck55,405.74516837671143,0
demand46,truck2,499.3922493907777,0
demand46,truck9,439.85202309247256,0
demand46,truck14,287.04738656877237,5
demand46,truck17,399.3187551895796,0
demand46,truck18,437.1790269423736,0
demand46,truck20,542.5540920622071,0
demand46,truck22,486.1971130574915,0
demand46,truck29,328.95047977015264,0
demand46,truck30,383.7237977222788,0
demand46,truck31,437.14120152928973,0
demand46,truck33,398.20770604883677,0
demand46,truck34,334.42351198739715,0
demand46,truck36,267.68029803406625,11
demand46,truck37,191.58295425232313,38
demand46,truck38,95.39944437413124,70
demand46,truck42,281.3699731884994,7
demand46,truck43,306.9579280690167,0
demand46,truck46,409.9803914356241,0
demand46,truck49,477.49227322575854,0
demand46,truck53,300.8356370383041,0
demand46,truck44,373.42256609867195,0
demand46,truck55,404.38223188988894,0
demand47,truck2,579.663949187059,0
demand47,truck9,507.3761169915003,0
demand47,truck14,502.83493769261594,0
demand47,truck17,329.92507488302437,0
demand47,truck18,326.5314263352482,0
demand47,truck20,287.1805126304332,2
demand47,truck22,404.1946335557052,0
demand47,truck29,232.023880596962,8
demand47,truck30,195.5318796686009,13
demand47,truck31,129.66472914792215,21
demand47,truck33,90.7312336674692,25
demand47,truck34,146.2315939337192,19
demand47,truck36,214.0168861323768,11
demand47,truck37,295.0944954953201,1
demand47,truck38,392.14320709968706,0
demand47,truck42,224.0330123816795,9
demand47,truck43,249.6209672621968,6
demand47,truck46,145.14782532829733,19
demand47,truck49,212.6597071184318,11
demand47,truck53,367.7835596222566,0
demand47,truck44,240.2936288828797,7
demand47,truck55,114.43016976588224,23
demand49,truck2,577.349567382919,0
demand49,truck9,505.06173518736034,0
demand49,truck14,500.44984707870105,0
demand49,truck17,327.6106930788844,0
demand49,truck18,365.47096483167843,0
demand49,truck20,457.44852901549194,0
demand49,truck22,443.1341720521354,0
demand49,truck29,193.5071607502205,16
demand49,truck30,247.09710415054306,8
demand49,truck31,300.51450795755403,0
demand49,truck33,261.581012477101,6
demand49,truck34,197.79681841566136,15
demand49,truck36,131.0536044623305,25
demand49,truck37,212.1312138252738,13
demand49,truck38,309.1799254296407,0
demand49,truck42,112.69742560002288,28
demand49,truck43,138.28538048054023,24
demand49,truck46,241.30784384714758,9
demand49,truck49,308.81972563728203,0
demand49,truck53,365.46917781811663,0
demand49,truck44,237.97924707873975,9
demand49,truck55,235.70968430141238,10
demand50,truck2,340.37314666538936,0
demand50,truck9,268.0853144698306,10
demand50,truck14,263.5441351709463,11
demand50,truck17,207.99443141416089,28
demand50,truck18,245.8547031669549,16
demand50,truck20,351.2297682867883,0
demand50,truck22,294.8727892820728,2
demand50,truck29,247.64541681690903,16
demand50,truck30,255.16840854871262,13
demand50,truck31,339.6445236636724,0
demand50,truck33,362.710525941672,0
demand50,truck34,298.9263318802324,0
demand50,truck36,312.83201779280785,0
demand50,truck37,254.53904354190288,14
demand50,truck38,220.2645297218802,24
demand50,truck42,397.6971418296588,0
demand50,truck43,423.2850967101761,0
demand50,truck46,442.40776571574594,0
demand50,truck49,509.9196475058804,0
demand50,truck53,128.49275710058686,51
demand50,truck44,208.3071004006797,28
demand50,truck55,411.69011015333086,0
demand51,truck2,327.09100742383066,0
demand51,truck9,254.80317522827193,15
demand51,truck14,277.6091213892979,7
demand51,truck17,103.82686181681323,64
demand51,truck18,65.89585057390434,65
demand51,truck20,171.27091569373786,42
demand51,truck22,117.11556039895956,59
demand51,truck29,233.1692559833572,22
demand51,truck30,240.6922477151608,19
demand51,truck31,263.4127722650526,12
demand51,truck33,306.98044480755004,0
demand51,truck34,284.45017104668057,5
demand51,truck36,298.355856959256,1
demand51,truck37,379.09960921305367,0
demand51,truck38,411.56354646552575,0
demand51,truck42,383.22098099610696,0
demand51,truck43,408.8089358766243,0
demand51,truck46,427.9316048821941,0
demand51,truck49,482.5844171329893,0
demand51,truck53,231.37675531984135,22
demand51,truck44,193.83093956712787,35
demand51,truck55,397.21394931977903,0
demand52,truck2,140.60944436316976,52
demand52,truck9,68.32161216761105,65
demand52,truck14,175.6802401758857,40
demand52,truck17,245.68497379369876,18
demand52,truck18,282.6416174819842,6
demand52,truck20,371.20949815709463,0
demand52,truck22,206.49920128310364,30
demand52,truck29,374.1549711973497,0
demand52,truck30,381.6779629291533,0
demand52,truck31,466.1540780441131,0
demand52,truck33,489.2200803221127,0
demand52,truck34,425.4358862606731,0
demand52,truck36,439.34157217324855,0
demand52,truck37,469.1743993708132,0
demand52,truck38,373.36891003820216,0
demand52,truck42,524.2066962100995,0
demand52,truck43,549.7946510906169,0
demand52,truck46,568.9173200961867,0
demand52,truck49,636.429201886321,0
demand52,truck53,199.68496941598005,33
demand52,truck44,334.81665478112035,0
demand52,truck55,538.1996645337715,0
demand53,truck2,154.3069811037367,25
demand53,truck9,82.01914890817794,35
demand53,truck14,231.64035435218554,12
demand53,truck17,259.3825105342657,7
demand53,truck18,230.46136089454723,12
demand53,truck20,319.02924156965764,0
demand53,truck22,154.31894469566666,25
demand53,truck29,387.85250793791664,0
demand53,truck30,395.3754996697202,0
demand53,truck31,427.9782825856955,0
demand53,truck33,471.545955128193,0
demand53,truck34,439.13342300124003,0
demand53,truck36,453.0391089138155,0
demand53,truck37,483.16115318730147,0
demand53,truck38,429.32902421450206,0
demand53,truck42,537.9042329506664,0
demand53,truck43,563.4921878311837,0
demand53,truck46,582.6148568367536,0
demand53,truck49,647.1499274536324,0
demand53,truck53,213.38250615654695,15
demand53,truck44,348.5141915216873,0
demand53,truck55,551.8972012743384,0
